url,type,slug,title,meta_description,canonical,status,og_image
https://greenturtlekava.co/mixing-kava-with-herbs-what-works-what-doesnt/,post,mixing-kava-with-herbs-what-works-what-doesnt,Mixing Kava With Other Herbs: What Works and What Doesn't?,Discover which herbs complement kava and which to avoid. Learn safe combinations for relaxation and well-being while maximizing kava’s benefits.,https://greenturtlekava.co/mixing-kava-with-herbs-what-works-what-doesnt/,200,https://greenturtlekava.co/wp-content/uploads/2025/02/Mixing-Kava-with-Other-Herbs-What-Works-and-What-Doesnt-1024x576.jpg
https://greenturtlekava.co/does-kava-have-any-muscle-relaxing-properties/,post,does-kava-have-any-muscle-relaxing-properties,Does Kava Have Any Muscle Relaxing Properties - GTK,"Discover how Kava, a natural root from the South Pacific, helps relax muscles, ease tension & promote overall calmness for both the body & mind.",https://greenturtlekava.co/does-kava-have-any-muscle-relaxing-properties/,200,https://greenturtlekava.co/wp-content/uploads/2025/02/Does-Kava-Have-Any-Muscle-Relaxing-Properties.jpg
https://greenturtlekava.co/kava-market-in-terms-of-demand-accessibility/,post,kava-market-in-terms-of-demand-accessibility,Is Kava Market Evolving In Terms Of Demand & Accessibility?,"Kava market is evolving in the west. Let's read more on the growing demand, changing accessibility & its rise as a popular remedy for relaxation.",https://greenturtlekava.co/kava-market-in-terms-of-demand-accessibility/,200,https://greenturtlekava.co/wp-content/uploads/2025/01/How-Is-The-Kava-Market-Evolving-In-Terms-Of-Demand-And-Accessibility.png
https://greenturtlekava.co/can-kava-help-you-get-a-good-nights-rest/,post,can-kava-help-you-get-a-good-nights-rest,Can Kava Help You Finally Get a Good Night’s Rest? | GTK,"Kava, also being a traditional drink from the South Pacific, may offer them just the solution that attracts researchers and health enthusiasts together.",https://greenturtlekava.co/can-kava-help-you-get-a-good-nights-rest/,200,https://greenturtlekava.co/wp-content/uploads/2025/01/Can-This-Plant-Help-You-Finally-Get-a-Good-Nights-Rest-Know-About-Kava.png
https://greenturtlekava.co/how-does-kava-work-to-soothe-stress-and-anxiety/,post,how-does-kava-work-to-soothe-stress-and-anxiety,How Does Kava Work to Soothe Stress and Anxiety? I GTK,"Kava offers natural stress relief by reducing anxiety, improving sleep, and promoting relaxation. In this blog learn about its benefits and how it works.",https://greenturtlekava.co/how-does-kava-work-to-soothe-stress-and-anxiety/,200,https://greenturtlekava.co/wp-content/uploads/2024/12/How-Does-Kava-Work-to-Soothe-Stress-and-Anxiety.png
https://greenturtlekava.co/how-much-kava-is-safe-for-you/,post,how-much-kava-is-safe-for-you,How Much Kava Is Safe For You? I Green Turtle Kava Bar,"Enjoy kava safely with expert guidance at Green Turtle Kava. Learn safe dosages, benefits, and tips for a relaxing experience without health risks.",https://greenturtlekava.co/how-much-kava-is-safe-for-you/,200,https://greenturtlekava.co/wp-content/uploads/2024/12/How-Much-Kava-Is-Safe-For-You.png
https://greenturtlekava.co/what-are-different-types-of-kava/,post,what-are-different-types-of-kava,What Are The Different Types of Kava? I Green Turtle Kava,"Learn about Noble, Tudei, and Wild kava, their unique effects, and why Green Turtle Kava is the perfect spot to enjoy an authentic kava experience.",https://greenturtlekava.co/what-are-different-types-of-kava/,200,https://greenturtlekava.co/wp-content/uploads/2024/11/What-Are-The-Different-Types-of-Kava-Noble-Tudei-and-Wild-Varieties.png
https://greenturtlekava.co/trying-kava-first-time-how-kava-makes-you-feel/,post,trying-kava-first-time-how-kava-makes-you-feel,Trying Kava for the First Time? Know How Kava Makes You Feel,"Trying Kava for the first time? Learn how Kava can help in promoting relaxation, uplifts mood, and boosts sociability without hangovers or addiction.",https://greenturtlekava.co/trying-kava-first-time-how-kava-makes-you-feel/,200,https://greenturtlekava.co/wp-content/uploads/2024/11/Trying-Kava-for-the-First-Time-Know-How-Kava-Makes-You-Feel.png
https://greenturtlekava.co/kava-preparation-affect-on-potency-and-flavor/,post,kava-preparation-affect-on-potency-and-flavor,How Preparation Methods affect Kava’s Potency and Flavor,"Different kava preparation methods impact its potency and flavor, with fats enhancing strength and spices adjusting taste for a smoother experience.",https://greenturtlekava.co/kava-preparation-affect-on-potency-and-flavor/,200,https://greenturtlekava.co/wp-content/uploads/2024/10/How-Different-Preparation-Methods-Affect-Kavas-Potency-and-Flavor.png
https://greenturtlekava.co/how-does-kava-help-in-modern-anxiety-management/,post,how-does-kava-help-in-modern-anxiety-management,How Does Kava Help in Modern Anxiety Management - GTK,"Kava is an active alternative remedy used in modern anxiety management, promoting relaxation, calmness, and improving mood without side effects",https://greenturtlekava.co/how-does-kava-help-in-modern-anxiety-management/,200,https://greenturtlekava.co/wp-content/uploads/2024/10/How-Does-Kava-Help-in-Modern-Anxiety-Management.png
https://greenturtlekava.co/how-to-choose-high-quality-kava-label-guide/,post,how-to-choose-high-quality-kava-label-guide,How to Choose High-Quality Kava: What to Look for on Label,"Learn how to choose high-quality kava by checking labels for purity, kavalactone content, and third-party testing for an effective kava experience.",https://greenturtlekava.co/how-to-choose-high-quality-kava-label-guide/,200,https://greenturtlekava.co/wp-content/uploads/2024/09/How-to-Choose-High-Quality-Kava-What-to-Look-for-on-Label.png
https://greenturtlekava.co/can-kava-help-in-sleep-for-better-night-rest/,post,can-kava-help-in-sleep-for-better-night-rest,Kava for Sleep: Can It Help You Get a Better Night’s Rest?,"Kava is a natural sleep aid that induces relaxation and calmness, reduces anxiety, and improves sleep quality for a more restful night’s sleep.",https://greenturtlekava.co/can-kava-help-in-sleep-for-better-night-rest/,200,https://greenturtlekava.co/wp-content/uploads/2024/09/Kava-for-Sleep-Can-It-Help-You-Get-a-Better-Nights-Rest.png
https://greenturtlekava.co/how-is-kava-drink-made/,post,how-is-kava-drink-made,Farm to Cup: How Is Kava Drink Made? | Green Turtle Kava Bar,"Starting from the farm, making Kava is a long process that starts with careful cultivation followed by harvesting, processing, and turning into a drink.",https://greenturtlekava.co/how-is-kava-drink-made/,200,https://greenturtlekava.co/wp-content/uploads/2024/08/From-Farm-to-Cup-How-Is-Kava-Drink-Made.png
https://greenturtlekava.co/why-kava-is-the-perfect-alternative-to-alcohol/,post,why-kava-is-the-perfect-alternative-to-alcohol,Why Kava is the Perfect Alternative to Alcohol?,"Kava offers a healthier, non-addictive alternative to alcohol, providing relaxation without the harmful effects, hangovers, or cognitive impairment.",https://greenturtlekava.co/why-kava-is-the-perfect-alternative-to-alcohol/,200,https://greenturtlekava.co/wp-content/uploads/2024/08/Why-Kava-is-the-Perfect-Alternative-to-Alcohol.png
https://greenturtlekava.co/seasonal-kava-drinks-7-best-kava-recipes/,post,seasonal-kava-drinks-7-best-kava-recipes,Seasonal Kava Drinks: 7 Best Kava Recipes,"‘what I can do with Kava?’ You can make a variety of kava drink mixes, and here we will explore some of the top recipes that you can try out.",https://greenturtlekava.co/seasonal-kava-drinks-7-best-kava-recipes/,200,https://greenturtlekava.co/wp-content/uploads/2024/08/Seasonal-Kava-Drinks-7-Best-Kava-Recipes.png
https://greenturtlekava.co/health-benefits-of-kava-why-you-should-try-it/,post,health-benefits-of-kava-why-you-should-try-it,The Health Benefits of Drinking Kava: Why You Should Try It,,https://greenturtlekava.co/health-benefits-of-kava-why-you-should-try-it/,200,https://greenturtlekava.co/wp-content/uploads/2024/08/The-Health-Benefits-of-Drinking-Kava-Why-You-Should-Try-It.jpg
https://greenturtlekava.co/kava-vs-coffee-which-one-suits-your-need/,post,kava-vs-coffee-which-one-suits-your-need,Kava vs Coffee: Which One Suits Your Needs Better?,"Explore kava vs coffee historical roots, preparation, health benefits, and social experiences. Visit Green Turtle Kava Bar for relaxing kava experience",https://greenturtlekava.co/kava-vs-coffee-which-one-suits-your-need/,200,https://greenturtlekava.co/wp-content/uploads/2024/07/5.png
https://greenturtlekava.co/kava-benefits-and-traditions/,post,kava-benefits-and-traditions,Kava Benefits and Traditions at Green Turtle kava Bar,"Kava is a traditional non-alcoholic drink from the Pacific Islands, from the root of Piper methysticum. Click here to know the benefits it offers.",https://greenturtlekava.co/kava-benefits-and-traditions/,200,https://greenturtlekava.co/wp-content/uploads/2024/07/Magic-of-Kava-Benefits-and-Traditions-at-Green-Turtle-Kava-Bar1.png
https://greenturtlekava.co/what-is-kava-used-for-a-spiritual-co-pilot/,post,what-is-kava-used-for-a-spiritual-co-pilot,What is Kava Used For? 5 Easy Spiritual Benefits From Kava,kava can also play a significant role in supporting your spiritual journey. So you may be wondering what is kava used for? Read more to find out.,https://greenturtlekava.co/what-is-kava-used-for-a-spiritual-co-pilot/,200,https://greenturtlekava.co/wp-content/uploads/2024/05/unnamed.jpg
https://greenturtlekava.co/what-is-a-kava-bar-how-does-a-kava-bar-differ/,post,what-is-a-kava-bar-how-does-a-kava-bar-differ,Kava Bars: The #1 Emerging Healthy Alternative to Alcoholic Bars,"This article will explore the dissimilarities between kava bars and alcoholic bars, shedding light on their unique characteristics and origins.",https://greenturtlekava.co/what-is-a-kava-bar-how-does-a-kava-bar-differ/,200,https://greenturtlekava.co/wp-content/uploads/2024/02/unnamed-2.jpeg
https://greenturtlekava.co/kava-bar-what-is-a-kava-bar-what-is-kava-tea/,post,kava-bar-what-is-a-kava-bar-what-is-kava-tea,6 Awesome Ways Kava Bars Positivly Impact Local Communities,Kava bars have emerged as vibrant and unique social spaces serving kava tea. They are often characterized by their relaxed atmosphere and sense of community,https://greenturtlekava.co/kava-bar-what-is-a-kava-bar-what-is-kava-tea/,200,https://greenturtlekava.co/wp-content/uploads/2024/02/unnamed-1.jpeg
https://greenturtlekava.co/what-is-kava-s-effect-on-yoga/,post,what-is-kava-s-effect-on-yoga,What Is Kava Used For? 5 Extraordinary Synergies Between Kava & Yoga,"What is kava? Kava can be a valuable addition to a yoga practice, enhancing its benefits and promoting overall well-being.",https://greenturtlekava.co/what-is-kava-s-effect-on-yoga/,200,https://greenturtlekava.co/wp-content/uploads/2024/02/unnamed.jpeg
https://greenturtlekava.co/what-is-kava-a-remedy-for-social-anxiety/,post,what-is-kava-a-remedy-for-social-anxiety,What Is Kava? The #1 Most Helpful Natural Remedy for Social Anxiety - GREEN TURTLE KAVA BAR,What is kava? A Natural Remedy for Social Anxiety with Scientific Backing,https://greenturtlekava.co/what-is-kava-a-remedy-for-social-anxiety/,200,https://greenturtlekava.co/wp-content/uploads/2024/01/unnamed-1.jpeg
https://greenturtlekava.co/the-power-of-kava-enhancing-dating-intimacy-and-sexual-well-being/,post,the-power-of-kava-enhancing-dating-intimacy-and-sexual-well-being,"The Power of Kava: Enhancing Dating, Intimacy, and Sexual Well-Being - GREEN TURTLE KAVA BAR",,https://greenturtlekava.co/the-power-of-kava-enhancing-dating-intimacy-and-sexual-well-being/,200,https://greenturtlekava.co/wp-content/uploads/2024/01/unnamed.jpeg
https://greenturtlekava.co/exploring-the-harmonious-link-between-social-connectivity-and-kava/,post,exploring-the-harmonious-link-between-social-connectivity-and-kava,Exploring the Harmonious Link Between Social Connectivity and Kava - GREEN TURTLE KAVA BAR,,https://greenturtlekava.co/exploring-the-harmonious-link-between-social-connectivity-and-kava/,200,https://greenturtlekava.co/wp-content/uploads/2024/01/KC.jpeg
https://greenturtlekava.co/exploring-the-positive-impact-of-kava-on-the-elderly/,post,exploring-the-positive-impact-of-kava-on-the-elderly,The Positive Impact of Kava on the Elderly - GREEN TURTLE KAVA BAR,,https://greenturtlekava.co/exploring-the-positive-impact-of-kava-on-the-elderly/,200,https://greenturtlekava.co/wp-content/uploads/2023/11/unnamed-1-1.png
https://greenturtlekava.co/can-kava-make-you-happy-unveiling-the-ancient-elixirs-effects-on-mood/,post,can-kava-make-you-happy-unveiling-the-ancient-elixirs-effects-on-mood,Can Kava Make You Happy? Unveiling the Ancient Elixir's Effects on Mood - GREEN TURTLE KAVA BAR,,https://greenturtlekava.co/can-kava-make-you-happy-unveiling-the-ancient-elixirs-effects-on-mood/,200,https://greenturtlekava.co/wp-content/uploads/2023/11/unnamed.jpeg
https://greenturtlekava.co/exploring-the-world-of-mocktails-and-kava-drinks-near-you/,post,exploring-the-world-of-mocktails-and-kava-drinks-near-you,The World of Mocktails and Kava Drinks Near You - GREEN TURTLE KAVA BAR,,https://greenturtlekava.co/exploring-the-world-of-mocktails-and-kava-drinks-near-you/,200,https://greenturtlekava.co/wp-content/uploads/2023/10/unnamed.jpeg
https://greenturtlekava.co/spotting-genuine-kava-how-to-identify-authentic-kava-products/,post,spotting-genuine-kava-how-to-identify-authentic-kava-products,Spotting Genuine Kava: How to Identify Authentic Kava Products - GREEN TURTLE KAVA BAR,,https://greenturtlekava.co/spotting-genuine-kava-how-to-identify-authentic-kava-products/,200,https://greenturtlekava.co/wp-content/uploads/2023/10/DSCF9540-1024x683.jpg
https://greenturtlekava.co/the-cava-and-kava-confusion/,post,the-cava-and-kava-confusion,"Unraveling the Cava and Kava Confusion: A Guide for Those Searching ""Cava Near Me"" - GREEN TURTLE KAVA BAR",,https://greenturtlekava.co/the-cava-and-kava-confusion/,200,https://greenturtlekava.co/wp-content/uploads/2023/07/unnamed-13.jpg
https://greenturtlekava.co/exploring-delightful-mocktails-near-you/,post,exploring-delightful-mocktails-near-you,Exploring Delightful Mocktails Near You: A Sober Sipper's Guide - GREEN TURTLE KAVA BAR,,https://greenturtlekava.co/exploring-delightful-mocktails-near-you/,200,https://greenturtlekava.co/wp-content/uploads/2023/07/unnamed-12.jpg
https://greenturtlekava.co/cava-ca-va-or-kava-menu/,post,cava-ca-va-or-kava-menu,"Cava, Ca Va or Kava Menu? - GREEN TURTLE KAVA BAR",,https://greenturtlekava.co/cava-ca-va-or-kava-menu/,200,https://greenturtlekava.co/wp-content/uploads/2023/07/unnamed-10.jpg
https://greenturtlekava.co/is-it-cava-or-kava/,post,is-it-cava-or-kava,Is it Cava or Kava? - GREEN TURTLE KAVA BAR,,https://greenturtlekava.co/is-it-cava-or-kava/,200,https://greenturtlekava.co/wp-content/uploads/2023/07/unnamed-8.jpg
https://greenturtlekava.co/what-is-a-kava-bar/,post,what-is-a-kava-bar,What is a Kava Bar? - GREEN TURTLE KAVA BAR,,https://greenturtlekava.co/what-is-a-kava-bar/,200,https://greenturtlekava.co/wp-content/uploads/2023/07/unnamed-6.jpg
https://greenturtlekava.co/what-is-a-kava-drink/,post,what-is-a-kava-drink,What is a Kava Drink? - GREEN TURTLE KAVA BAR,,https://greenturtlekava.co/what-is-a-kava-drink/,200,https://greenturtlekava.co/wp-content/uploads/2023/06/unnamed-4-1.jpg
https://greenturtlekava.co/kava-products-for-sale-online/,post,kava-products-for-sale-online,Exploring the World of Kava Products for Sale Online: A Journey to Serenity and Well-Being - GREEN TURTLE KAVA BAR,,https://greenturtlekava.co/kava-products-for-sale-online/,200,https://greenturtlekava.co/wp-content/uploads/2023/06/unnamed-2-1.jpg
https://greenturtlekava.co/what-is-kava-shop/,post,what-is-kava-shop,What is Kava Shop? - GREEN TURTLE KAVA BAR,,https://greenturtlekava.co/what-is-kava-shop/,200,https://greenturtlekava.co/wp-content/uploads/2023/06/unnamed.jpg
https://greenturtlekava.co/kava-drink-fiji-a-cultural-tradition-and-relaxing-elixir/,post,kava-drink-fiji-a-cultural-tradition-and-relaxing-elixir,Kava Drink Fiji: A Cultural Tradition and Relaxing Elixir - GREEN TURTLE KAVA BAR,,https://greenturtlekava.co/kava-drink-fiji-a-cultural-tradition-and-relaxing-elixir/,200,https://greenturtlekava.co/wp-content/uploads/2023/06/unnamed-3.jpg
https://greenturtlekava.co/fijian-kava-quality/,post,fijian-kava-quality,Fijian Kava Quality - GREEN TURTLE KAVA BAR,,https://greenturtlekava.co/fijian-kava-quality/,200,https://greenturtlekava.co/wp-content/uploads/2023/06/unnamed-1.jpg
https://greenturtlekava.co/what-is-kava/,post,what-is-kava,What is kava? Learn what kava is and why it's trending in the US,What is kava? Learn what kava-kava is all about and why this ancient elixir is taking the US by storm. Your tribe is waiting - see you soon!,https://greenturtlekava.co/what-is-kava/,200,https://greenturtlekava.co/wp-content/uploads/2021/05/l1.png
https://greenturtlekava.co/event/massage-and-dry-needling-july-25/,event,massage-and-dry-needling-july-25,massage and dry needling - Green Turtle Kava Bar,"Join Massage & Dry Needling at Green Turtle Kava Bar in St. Augustine to relieve tension, improve mobility, reduce stress, and restore overall wellness.",https://greenturtlekava.co/event/massage-and-dry-needling-july-25/,200,https://greenturtlekava.co/wp-content/uploads/2026/07/Massage-Dry-Needling.png
https://greenturtlekava.co/event/live-music-july-23/,event,live-music-july-23,Live Music - Green Turtle Kava Bar,"Enjoy Live Music BOGO at Green Turtle Kava Bar on July 23, 2026, from 2–5 PM with live bands, BOGO specials, great vibes, and refreshing kava.",https://greenturtlekava.co/event/live-music-july-23/,200,https://greenturtlekava.co/wp-content/uploads/2026/07/Live-Music.png
https://greenturtlekava.co/event/dirty-bingo-july-18/,event,dirty-bingo-july-18,Dirty Bingo - Green Turtle Kava Bar,"Join Dirty Bingo at Green Turtle Kava Bar in St. Augustine on July 18, 2026, at 9 PM for hilarious games, great vibes, and an unforgettable night of fun.",https://greenturtlekava.co/event/dirty-bingo-july-18/,200,https://greenturtlekava.co/wp-content/uploads/2026/07/Dirty-Bingo.png
https://greenturtlekava.co/event/trivia-night-july-15/,event,trivia-night-july-15,Trivia Night - Green Turtle Kava Bar,"Join Trivia Night at Green Turtle Kava Bar in St. Augustine for fun questions, great company, and an evening of friendly competition.",https://greenturtlekava.co/event/trivia-night-july-15/,200,https://greenturtlekava.co/wp-content/uploads/2026/07/Trivia-Night.png
https://greenturtlekava.co/event/4th-of-july-party-2/,event,4th-of-july-party-2,4th Of July Party - Green Turtle Kava Bar,"Celebrate the 4th of July at Green Turtle Kava Bar with a live DJ, grill-out, festive vibes, and a fun community gathering in St. Augustine.",https://greenturtlekava.co/event/4th-of-july-party-2/,200,https://greenturtlekava.co/wp-content/uploads/2026/07/4th-Of-July-Party.png
https://greenturtlekava.co/event/live-music-june-25/,event,live-music-june-25,Live Music - Green Turtle Kava Bar,"Enjoy live music and BOGO hours at Green Turtle Kava Bar in St. Augustine with great vibes, good songs, and community fun.",https://greenturtlekava.co/event/live-music-june-25/,200,https://greenturtlekava.co/wp-content/uploads/2026/06/Trivia-Night-3.png
https://greenturtlekava.co/event/summer-solstice-cacao-ceremony-june-21/,event,summer-solstice-cacao-ceremony-june-21,Summer Solstice Cacao Ceremony - Green Turtle Kava Bar,"Celebrate the Summer Solstice with a free cacao ceremony at Green Turtle Kava Bar, connecting with community and honoring the light within.",https://greenturtlekava.co/event/summer-solstice-cacao-ceremony-june-21/,200,https://greenturtlekava.co/wp-content/uploads/2026/06/Summer-Solstice-Cacao-Ceremony.png
https://greenturtlekava.co/event/fathers-day-june-21/,event,fathers-day-june-21,Father's Day - Green Turtle Kava Bar,"Celebrate Father's Day at Green Turtle Kava Bar with BOGO drinks for dads, great company, and relaxing vibes in St. Augustine.",https://greenturtlekava.co/event/fathers-day-june-21/,200,https://greenturtlekava.co/wp-content/uploads/2026/06/Fathers-Day.png
https://greenturtlekava.co/event/trivia-night-june-17/,event,trivia-night-june-17,Trivia Night - Green Turtle Kava Bar,"Trivia Night at Green Turtle Kava Bar – chill vibes, smooth kava, and friendly competition. Bring your crew, test your smarts, and have a great time!",https://greenturtlekava.co/event/trivia-night-june-17/,200,https://greenturtlekava.co/wp-content/uploads/2026/06/Trivia-Night-2.png
https://greenturtlekava.co/event/plant-bingo-june-13/,event,plant-bingo-june-13,Plant Bingo - Green Turtle Kava,"Join Plant Bingo at Green Turtle Kava Bar in St. Augustine for plant trivia, prizes, community fun, and a chance to win new plants.",https://greenturtlekava.co/event/plant-bingo-june-13/,200,https://greenturtlekava.co/wp-content/uploads/2026/06/Plant-Bingo.png
https://greenturtlekava.co/event/aura-reading-june-11/,event,aura-reading-june-11,Aura Reading - Green Turtle Kava Bar,Discover your energy and gain personal insights during an Aura Reading event at Green Turtle Kava Bar in St. Augustine.,https://greenturtlekava.co/event/aura-reading-june-11/,200,https://greenturtlekava.co/wp-content/uploads/2026/06/Aura-Reading.png
https://greenturtlekava.co/event/trivia-night-june-3/,event,trivia-night-june-3,Trivia Night - Green Turtle Kava Bar,"Trivia Night at Green Turtle Kava Bar – chill vibes, smooth kava, and friendly competition. Bring your crew, test your smarts, and have a great time!",https://greenturtlekava.co/event/trivia-night-june-3/,200,https://greenturtlekava.co/wp-content/uploads/2026/06/Trivia-Night-1.png
https://greenturtlekava.co/event/karaoke-night-may-27/,event,karaoke-night-may-27,Karaoke Night - Green Turtle Kava Bar,"Sing, sip, and shine at Karaoke Night at Green Turtle Kava Bar! Grab the mic, enjoy kava, and have a night filled with music, laughter, and friends!",https://greenturtlekava.co/event/karaoke-night-may-27/,200,https://greenturtlekava.co/wp-content/uploads/2026/05/Karaoke-Night.jpg
